GEO_ID,GEO_LABEL,GEO_DISPLAY_NAME,,Meal Gap (# of meals needed per year for food security),Food Insecure (% of residents),SNAP Benefits (% households),Bodega to Supermarket Ratio (#)
36005036100,"Census Tract 361, Bronx County, New York",,,,27.5,55.89600743,
36005036300,"Census Tract 363, Bronx County, New York",,,,31,63.94799054,
36005036400,"Census Tract 364, Bronx County, New York",,,,8.4,21.75480769,
36005036501,"Census Tract 365.01, Bronx County, New York",,,,27.5,51.54787617,
36005036502,"Census Tract 365.02, Bronx County, New York",,,,19.2,59.13528591,
36005036700,"Census Tract 367, Bronx County, New York",,,,25.5,52.66558966,
36005036800,"Census Tract 368, Bronx County, New York",,,,16.2,15.16666667,
36005036901,"Census Tract 369.01, Bronx County, New York",,,,26.3,54.43499392,
36005036902,"Census Tract 369.02, Bronx County, New York",,,,34.1,67.87148594,
36005037000,"Census Tract 370, Bronx County, New York",,,,13,19.04161412,
36005037100,"Census Tract 371, Bronx County, New York",,,,19.1,53.59401955,
36005037200,"Census Tract 372, Bronx County, New York",,,,16.4,25.06527415,
36005037300,"Census Tract 373, Bronx County, New York",,,,26.1,49.13203577,
36005037400,"Census Tract 374, Bronx County, New York",,,,23.2,45.7253886,
36005037504,"Census Tract 375.04, Bronx County, New York",,,,29.3,53.84012539,
36005037600,"Census Tract 376, Bronx County, New York",,,,17.8,36.47959184,
36005037800,"Census Tract 378, Bronx County, New York",,,,22.6,41.22065728,
36005037900,"Census Tract 379, Bronx County, New York",,,,29.3,54.86486486,
36005038000,"Census Tract 380, Bronx County, New York",,,,24.1,35.82245431,
36005038100,"Census Tract 381, Bronx County, New York",,,,16.2,49.5412844,
36005038200,"Census Tract 382, Bronx County, New York",,,,20,29.36078007,
36005038301,"Census Tract 383.01, Bronx County, New York",,,,21.8,38.31417625,
36005038302,"Census Tract 383.02, Bronx County, New York",,,,33.1,63.08860759,
36005038500,"Census Tract 385, Bronx County, New York",,,,28.6,62.3655914,
36005038600,"Census Tract 386, Bronx County, New York",,,,15.2,12.71439224,
36005038700,"Census Tract 387, Bronx County, New York",,,,28.8,44.27736007,
36005038800,"Census Tract 388, Bronx County, New York",,,,16.6,30.95512083,
36005038900,"Census Tract 389, Bronx County, New York",,,,24.5,34.49310138,
36005039000,"Census Tract 390, Bronx County, New York",,,,23.7,25.05112474,
36005039100,"Census Tract 391, Bronx County, New York",,,,19.4,48.67184307,
36005039200,"Census Tract 392, Bronx County, New York",,,,17.8,23.82445141,
36005039300,"Census Tract 393, Bronx County, New York",,,,32.6,58.45916795,
36005039400,"Census Tract 394, Bronx County, New York",,,,21.8,36.44470868,
36005039500,"Census Tract 395, Bronx County, New York",,,,26.2,55.96681557,
36005039600,"Census Tract 396, Bronx County, New York",,,,19.4,41.34897361,
36005039700,"Census Tract 397, Bronx County, New York",,,,20.3,42.83088235,
36005039800,"Census Tract 398, Bronx County, New York",,,,11.9,6.291079812,
36005039901,"Census Tract 399.01, Bronx County, New York",,,,28,56.59824047,
36005039902,"Census Tract 399.02, Bronx County, New York",,,,26.9,55.88235294,
36005040100,"Census Tract 401, Bronx County, New York",,,,25.7,50.66225166,
36005040302,"Census Tract 403.02, Bronx County, New York",,,,22.5,46.85121107,
36005040303,"Census Tract 403.03, Bronx County, New York",,,,20.3,45.7495133,
36005040304,"Census Tract 403.04, Bronx County, New York",,,,24.9,41.47963425,
36005040400,"Census Tract 404, Bronx County, New York",,,,14.1,27.52293578,
36005040501,"Census Tract 405.01, Bronx County, New York",,,,18.7,50.22522523,
36005040502,"Census Tract 405.02, Bronx County, New York",,,,22.7,49.13907285,
36005040600,"Census Tract 406, Bronx County, New York",,,,19.6,37.62626263,
36005040701,"Census Tract 407.01, Bronx County, New York",,,,17.2,37.04006541,
36005040702,"Census Tract 407.02, Bronx County, New York",,,,20,44.58841463,
36005040800,"Census Tract 408, Bronx County, New York",,,,25.4,34.45065177,
36005040900,"Census Tract 409, Bronx County, New York",,,,18.8,12.77501774,
36005041100,"Census Tract 411, Bronx County, New York",,,,18,36.58940397,
36005041300,"Census Tract 413, Bronx County, New York",,,,17.1,38.10174121,
36005041400,"Census Tract 414, Bronx County, New York",,,,12.3,27.94811321,
36005041500,"Census Tract 415, Bronx County, New York",,,,17.7,33.34763948,
36005041800,"Census Tract 418, Bronx County, New York",,,,22.7,30.68450039,
36005041900,"Census Tract 419, Bronx County, New York",,,,21.2,40.52631579,
36005042000,"Census Tract 420, Bronx County, New York",,,,24,43.08833446,
36005042100,"Census Tract 421, Bronx County, New York",,,,24.2,42.85714286,
36005042200,"Census Tract 422, Bronx County, New York",,,,15.3,22.48413418,
36005042300,"Census Tract 423, Bronx County, New York",,,,20.6,34.42982456,
36005042400,"Census Tract 424, Bronx County, New York",,,,11.7,15.04739336,
36005042500,"Census Tract 425, Bronx County, New York",,,,23.9,41.54929577,
36005042600,"Census Tract 426, Bronx County, New York",,,,10.4,11.38736947,
36005042800,"Census Tract 428, Bronx County, New York",,,,7.3,13.26815642,
36005042901,"Census Tract 429.01, Bronx County, New York",,,,19.3,41.37096774,
36005042902,"Census Tract 429.02, Bronx County, New York",,,,26.7,46.4040025,
36005043000,"Census Tract 430, Bronx County, New York",,,,16.8,24.80237154,
36005043100,"Census Tract 431, Bronx County, New York",,,,22,44.01239786,
36005043400,"Census Tract 434, Bronx County, New York",,,,17.5,34.12887828,
36005043500,"Census Tract 435, Bronx County, New York",,,,38.4,50.69444444,
36005043600,"Census Tract 436, Bronx County, New York",,,,11.8,7.112970711,
36005044200,"Census Tract 442, Bronx County, New York",,,,17.4,37.02579666,
36005044400,"Census Tract 444, Bronx County, New York",,,,11.1,16.44988523,
36005044800,"Census Tract 448, Bronx County, New York",,,,9.7,14.10852713,
36005044901,"Census Tract 449.01, Bronx County, New York",,,,13.6,5.224787363,
36005044902,"Census Tract 449.02, Bronx County, New York",,,,13.5,9.378806334,
36005045101,"Census Tract 451.01, Bronx County, New York",,,,9,2.917771883,
36005045102,"Census Tract 451.02, Bronx County, New York",,,,9.3,6.682577566,
36005045600,"Census Tract 456, Bronx County, New York",,,,6.9,11.45935357,
36005045800,"Census Tract 458, Bronx County, New York",,,,27.2,65.38839725,
36005046000,"Census Tract 460, Bronx County, New York",,,,23.8,46.39850327,
36005046201,"Census Tract 462.01, Bronx County, New York",,,,11.7,13.06618851,
36005046202,"Census Tract 462.02, Bronx County, New York",,,,22,35.37892791,
36005048400,"Census Tract 484, Bronx County, New York",,,,10.6,13.64365971,
36005050400,"Census Tract 504, Bronx County, New York",,,,14.8,66.66666667,
36005051600,"Census Tract 516, Bronx County, New York",,,,9.5,10.52335397,
36047000100,"Census Tract 1, Kings County, New York",,,,9.8,6.775300172,
36047000200,"Census Tract 2, Kings County, New York",,,,18,38.22714681,
36047000301,"Census Tract 3.01, Kings County, New York",,,,6,1.281366791,
36047000501,"Census Tract 5.01, Kings County, New York",,,,8.4,9.451901566,
36047000502,"Census Tract 5.02, Kings County, New York",,,,8.8,2.036793693,
36047000700,"Census Tract 7, Kings County, New York",,,,6.7,2.422535211,
36047000900,"Census Tract 9, Kings County, New York",,,,7.2,1.513671875,
36047001100,"Census Tract 11, Kings County, New York",,,,9.4,1.05680317,
36047001300,"Census Tract 13, Kings County, New York",,,,10.8,0.536480687,
36047001500,"Census Tract 15, Kings County, New York",,,,16.8,18.09497817,
36047001800,"Census Tract 18, Kings County, New York",,,,13.3,,
36047002000,"Census Tract 20, Kings County, New York",,,,16.6,27.02702703,
36047002100,"Census Tract 21, Kings County, New York",,,,6.1,0,
36047002200,"Census Tract 22, Kings County, New York",,,,17.7,31.66144201,
36047002300,"Census Tract 23, Kings County, New York",,,,42,53.59801489,
36047002901,"Census Tract 29.01, Kings County, New York",,,,28.7,56.11564122,
36047003000,"Census Tract 30, Kings County, New York",,,,8.5,8.412698413,
36047003100,"Census Tract 31, Kings County, New York",,,,7,4.753028891,
36047003300,"Census Tract 33, Kings County, New York",,,,10.2,11.26834382,
36047003400,"Census Tract 34, Kings County, New York",,,,11.2,13.66208569,
36047003500,"Census Tract 35, Kings County, New York",,,,12.8,9.090909091,
36047003600,"Census Tract 36, Kings County, New York",,,,10.2,13.30734967,
36047003700,"Census Tract 37, Kings County, New York",,,,6.3,2.728351127,
36047003800,"Census Tract 38, Kings County, New York",,,,9.4,7.371794872,
36047003900,"Census Tract 39, Kings County, New York",,,,9.8,12.92517007,
36047004100,"Census Tract 41, Kings County, New York",,,,7.8,0.872727273,
36047004300,"Census Tract 43, Kings County, New York",,,,8.2,12.56897609,
36047004400,"Census Tract 44, Kings County, New York",,,,4.6,3.448275862,
36047004500,"Census Tract 45, Kings County, New York",,,,6.6,0.718132855,
36047004600,"Census Tract 46, Kings County, New York",,,,5.5,3.869653768,
36047004700,"Census Tract 47, Kings County, New York",,,,11.3,9.020618557,
36047004900,"Census Tract 49, Kings County, New York",,,,6.1,3.510531595,
36047005000,"Census Tract 50, Kings County, New York",,,,7.6,2.169421488,
36047005100,"Census Tract 51, Kings County, New York",,,,6.8,0.922509225,
36047005201,"Census Tract 52.01, Kings County, New York",,,,22.4,39.30905696,
36047005202,"Census Tract 52.02, Kings County, New York",,,,12.1,6.95780903,
36047005300,"Census Tract 53, Kings County, New York",,,,10.9,10.12526096,
36047005400,"Census Tract 54, Kings County, New York",,,,12.9,11.79039301,
36047005601,"Census Tract 56.01, Kings County, New York",,,,12.5,6.90647482,
36047005602,"Census Tract 56.02, Kings County, New York",,,,10.6,8.745684695,
36047005800,"Census Tract 58, Kings County, New York",,,,18.5,11.42649199,
36047005900,"Census Tract 59, Kings County, New York",,,,11.6,17.98561151,
36047006000,"Census Tract 60, Kings County, New York",,,,10,18.49653808,
36047006200,"Census Tract 62, Kings County, New York",,,,12.8,13.88384755,
36047006300,"Census Tract 63, Kings County, New York",,,,9,3.816793893,
36047006400,"Census Tract 64, Kings County, New York",,,,10.8,12.11203634,
36047006500,"Census Tract 65, Kings County, New York",,,,7,0,
36047006600,"Census Tract 66, Kings County, New York",,,,14.1,17.39974127,
36047006700,"Census Tract 67, Kings County, New York",,,,6.5,2.429415627,
36047006800,"Census Tract 68, Kings County, New York",,,,18.4,15.52386177,
36047006900,"Census Tract 69, Kings County, New York",,,,7.1,4.593639576,
36047007000,"Census Tract 70, Kings County, New York",,,,10.8,10.6870229,
36047007100,"Census Tract 71, Kings County, New York",,,,25.2,45.51645857,
36047007200,"Census Tract 72, Kings County, New York",,,,19.5,31.92567568,
36047007400,"Census Tract 74, Kings County, New York",,,,20.8,38.53083853,
36047007500,"Census Tract 75, Kings County, New York",,,,7,1.167883212,
36047007600,"Census Tract 76, Kings County, New York",,,,17.6,26.10556348,
36047007700,"Census Tract 77, Kings County, New York",,,,9,13.04347826,
36047007800,"Census Tract 78, Kings County, New York",,,,12.1,35.21505376,
36047008000,"Census Tract 80, Kings County, New York",,,,10.8,30.07456504,
36047008200,"Census Tract 82, Kings County, New York",,,,19.7,43.30708661,
36047008400,"Census Tract 84, Kings County, New York",,,,14,29.58477509,
36047008500,"Census Tract 85, Kings County, New York",,,,40.9,69.4489204,
36047008600,"Census Tract 86, Kings County, New York",,,,15,,
36047008800,"Census Tract 88, Kings County, New York",,,,9.4,11.20764553,
36047009000,"Census Tract 90, Kings County, New York",,,,13.6,33.48783314,
36047009200,"Census Tract 92, Kings County, New York",,,,19.9,26.91401649,
36047009400,"Census Tract 94, Kings County, New York",,,,15.1,20.50938338,
36047009600,"Census Tract 96, Kings County, New York",,,,17,26.52291105,
36047009800,"Census Tract 98, Kings County, New York",,,,18.1,33.35297584,
36047010000,"Census Tract 100, Kings County, New York",,,,16.6,39.44004869,
36047010100,"Census Tract 101, Kings County, New York",,,,10.3,19.54834157,
36047010200,"Census Tract 102, Kings County, New York",,,,13.4,30.70987654,
36047010400,"Census Tract 104, Kings County, New York",,,,16.7,29.17491749,
36047010600,"Census Tract 106, Kings County, New York",,,,19,24.9382716,
36047010800,"Census Tract 108, Kings County, New York",,,,15.6,25.73643411,
36047011000,"Census Tract 110, Kings County, New York",,,,14.8,37.45874587,
36047011200,"Census Tract 112, Kings County, New York",,,,22.6,54.35816165,
36047011400,"Census Tract 114, Kings County, New York",,,,19.2,23.45794393,
36047011600,"Census Tract 116, Kings County, New York",,,,18.6,27.38970588,
36047011700,"Census Tract 117, Kings County, New York",,,,10.9,10.41482789,
36047011800,"Census Tract 118, Kings County, New York",,,,17.1,25.17605634,
36047011900,"Census Tract 119, Kings County, New York",,,,12.4,13.74172185,
36047012000,"Census Tract 120, Kings County, New York",,,,16.2,28.34890966,
36047012100,"Census Tract 121, Kings County, New York",,,,7.7,5.882352941,
36047012200,"Census Tract 122, Kings County, New York",,,,21.4,41.10749186,
36047012600,"Census Tract 126, Kings County, New York",,,,13.5,18.39348079,
36047012700,"Census Tract 127, Kings County, New York",,,,24.5,34.81436397,
36047012801,"Census Tract 128.01, Kings County, New York",,,,20.6,20.15915119,
36047012901,"Census Tract 129.01, Kings County, New York",,,,9.6,4.440333025,
36047012902,"Census Tract 129.02, Kings County, New York",,,,10.8,9.814612868,
36047013000,"Census Tract 130, Kings County, New York",,,,16.9,16.87388988,
36047013100,"Census Tract 131, Kings County, New York",,,,7.8,4.333516182,
36047013200,"Census Tract 132, Kings County, New York",,,,15.8,15.4185022,
36047013300,"Census Tract 133, Kings County, New York",,,,6.8,3.066812705,
36047013400,"Census Tract 134, Kings County, New York",,,,11,9.558823529,
36047013500,"Census Tract 135, Kings County, New York",,,,6.7,6.527590848,
36047013600,"Census Tract 136, Kings County, New York",,,,12.4,10.95588235,
36047013700,"Census Tract 137, Kings County, New York",,,,12.2,14.09485638,
36047013800,"Census Tract 138, Kings County, New York",,,,13.3,14.61412151,
36047013900,"Census Tract 139, Kings County, New York",,,,9.8,3.54861604,
36047014000,"Census Tract 140, Kings County, New York",,,,9.7,15.10611735,
36047014100,"Census Tract 141, Kings County, New York",,,,11.1,7.137601177,
36047014200,"Census Tract 142, Kings County, New York",,,,13.8,12.29314421,
36047014300,"Census Tract 143, Kings County, New York",,,,9.6,9.084457062,
36047014500,"Census Tract 145, Kings County, New York",,,,10.1,8.652148323,
36047014700,"Census Tract 147, Kings County, New York",,,,12,8.529741863,
36047014800,"Census Tract 148, Kings County, New York",,,,11.8,3.58649789,
36047014900,"Census Tract 149, Kings County, New York",,,,7,4.001798561,
36047015000,"Census Tract 150, Kings County, New York",,,,9.1,9.309791332,
36047015100,"Census Tract 151, Kings County, New York",,,,6.5,2.678571429,
36047015200,"Census Tract 152, Kings County, New York",,,,7.3,7.608695652,
36047015300,"Census Tract 153, Kings County, New York",,,,8.1,3.038427167,
36047015400,"Census Tract 154, Kings County, New York",,,,15,,
36047015500,"Census Tract 155, Kings County, New York",,,,6.7,2.07253886,
36047015700,"Census Tract 157, Kings County, New York",,,,6,2.719033233,
36047015900,"Census Tract 159, Kings County, New York",,,,6.9,0,
36047016000,"Census Tract 160, Kings County, New York",,,,11.5,12.26954863,
36047016100,"Census Tract 161, Kings County, New York",,,,10.6,5.861070912,
36047016200,"Census Tract 162, Kings County, New York",,,,14.3,3.723887375,
36047016300,"Census Tract 163, Kings County, New York",,,,11.2,7.920792079,
36047016400,"Census Tract 164, Kings County, New York",,,,12.5,4.605263158,
36047016500,"Census Tract 165, Kings County, New York",,,,4.5,0.613747954,
36047016600,"Census Tract 166, Kings County, New York",,,,3.8,0,
36047016700,"Census Tract 167, Kings County, New York",,,,4.7,2.712815716,
36047016800,"Census Tract 168, Kings County, New York",,,,7.1,13.49862259,
36047016900,"Census Tract 169, Kings County, New York",,,,8.8,12.98031865,
36047017000,"Census Tract 170, Kings County, New York",,,,11.2,18.49255039,
36047017100,"Census Tract 171, Kings County, New York",,,,7.2,1.118707272,
36047017200,"Census Tract 172, Kings County, New York",,,,10.5,8.24742268,
36047017400,"Census Tract 174, Kings County, New York",,,,8.5,11.65048544,
36047017500,"Census Tract 175, Kings County, New York",,,,15,,
36047017600,"Census Tract 176, Kings County, New York",,,,15.5,24.02234637,
36047017700,"Census Tract 177, Kings County, New York",,,,15,,
36047017800,"Census Tract 178, Kings County, New York",,,,12,19.91294886,
36047017900,"Census Tract 179, Kings County, New York",,,,17.8,30.26891807,
36047018000,"Census Tract 180, Kings County, New York",,,,10,17.38299904,
36047018100,"Census Tract 181, Kings County, New York",,,,9.4,8.156028369,
36047018200,"Census Tract 182, Kings County, New York",,,,14.5,18.49087894,
36047018300,"Census Tract 183, Kings County, New York",,,,9.1,4.855967078,
36047018400,"Census Tract 184, Kings County, New York",,,,10.5,14.53488372,
36047018501,"Census Tract 185.01, Kings County, New York",,,,33.3,56.29213483,
36047018600,"Census Tract 186, Kings County, New York",,,,11.9,12.53405995,
36047018700,"Census Tract 187, Kings County, New York",,,,15.4,20.54380665,
36047018800,"Census Tract 188, Kings County, New York",,,,10.9,11.4806867,
36047019000,"Census Tract 190, Kings County, New York",,,,15.9,19.45551129,
36047019100,"Census Tract 191, Kings County, New York",,,,11.5,4.934823091,
36047019200,"Census Tract 192, Kings County, New York",,,,14.1,35.55276382,
36047019300,"Census Tract 193, Kings County, New York",,,,17.2,13.89621812,
36047019400,"Census Tract 194, Kings County, New York",,,,15.8,20.27610009,
36047019500,"Census Tract 195, Kings County, New York",,,,7.4,3.639326453,
36047019600,"Census Tract 196, Kings County, New York",,,,22.8,23.73239437,
36047019700,"Census Tract 197, Kings County, New York",,,,11.2,11.11111111,
36047019800,"Census Tract 198, Kings County, New York",,,,11.3,28.47682119,
36047019900,"Census Tract 199, Kings County, New York",,,,11.9,12.0474407,
36047020000,"Census Tract 200, Kings County, New York",,,,13.5,16.10824742,
36047020100,"Census Tract 201, Kings County, New York",,,,9.3,3.736135435,
36047020200,"Census Tract 202, Kings County, New York",,,,9.6,9.651898734,
36047020300,"Census Tract 203, Kings County, New York",,,,11.9,9.13107511,
36047020400,"Census Tract 204, Kings County, New York",,,,12.1,11.31805158,
36047020500,"Census Tract 205, Kings County, New York",,,,8.6,1.146131805,
36047020600,"Census Tract 206, Kings County, New York",,,,8.4,9.601873536,
36047020700,"Census Tract 207, Kings County, New York",,,,6.9,10.21176471,
36047020800,"Census Tract 208, Kings County, New York",,,,15,24.9754179,
36047021000,"Census Tract 210, Kings County, New York",,,,15.9,22.30538922,
36047021100,"Census Tract 211, Kings County, New York",,,,14.1,20.27883397,
36047021200,"Census Tract 212, Kings County, New York",,,,16.3,23.73995617,
36047021300,"Census Tract 213, Kings County, New York",,,,18.2,24.43762781,
36047021400,"Census Tract 214, Kings County, New York",,,,16.4,31.73076923,
36047021500,"Census Tract 215, Kings County, New York",,,,15,11.69995923,
36047021600,"Census Tract 216, Kings County, New York",,,,17.8,34.80791618,
36047021700,"Census Tract 217, Kings County, New York",,,,15.4,19.91725768,
36047021800,"Census Tract 218, Kings County, New York",,,,20.2,40.84507042,
36047021900,"Census Tract 219, Kings County, New York",,,,14.5,16.15833874,
36047022000,"Census Tract 220, Kings County, New York",,,,25.3,39.07455013,
36047022100,"Census Tract 221, Kings County, New York",,,,17.8,19.05347265,
36047022200,"Census Tract 222, Kings County, New York",,,,19.1,52.78293135,
36047022400,"Census Tract 224, Kings County, New York",,,,16.9,36.67711599,
36047022600,"Census Tract 226, Kings County, New York",,,,14.5,30.57090239,
36047022700,"Census Tract 227, Kings County, New York",,,,11.9,10.15197568,
36047022800,"Census Tract 228, Kings County, New York",,,,20.9,39.64497041,
36047022900,"Census Tract 229, Kings County, New York",,,,12.8,20,
36047023000,"Census Tract 230, Kings County, New York",,,,18.8,40.64171123,
36047023100,"Census Tract 231, Kings County, New York",,,,10.9,16.3125,
36047023200,"Census Tract 232, Kings County, New York",,,,21.2,45.37885096,
36047023300,"Census Tract 233, Kings County, New York",,,,18.3,32.62108262,
36047023400,"Census Tract 234, Kings County, New York",,,,24.1,49.66887417,
36047023500,"Census Tract 235, Kings County, New York",,,,15.5,24.87667371,
36047023600,"Census Tract 236, Kings County, New York",,,,26.1,60.96605744,
36047023800,"Census Tract 238, Kings County, New York",,,,18.6,42.5229741,
36047024000,"Census Tract 240, Kings County, New York",,,,21.3,33.08383234,
36047024100,"Census Tract 241, Kings County, New York",,,,14.2,21.04247104,
36047024200,"Census Tract 242, Kings County, New York",,,,13,14.51398136,
36047024300,"Census Tract 243, Kings County, New York",,,,15,26.72974571,
36047024400,"Census Tract 244, Kings County, New York",,,,19,27.37068966,
36047024500,"Census Tract 245, Kings County, New York",,,,13.4,17.65382404,
36047024600,"Census Tract 246, Kings County, New York",,,,14.3,19.06825569,
36047024700,"Census Tract 247, Kings County, New York",,,,19.2,33.94055609,
36047024800,"Census Tract 248, Kings County, New York",,,,11.8,20.2988792,
36047024900,"Census Tract 249, Kings County, New York",,,,15,13.24575807,
36047025000,"Census Tract 250, Kings County, New York",,,,10.6,15.97744361,
36047025100,"Census Tract 251, Kings County, New York",,,,25.7,31.00880162,
36047025200,"Census Tract 252, Kings County, New York",,,,16.1,19.26163724,
36047025300,"Census Tract 253, Kings County, New York",,,,16.2,32.99373041,
36047025400,"Census Tract 254, Kings County, New York",,,,18.5,29.4970162,
36047025500,"Census Tract 255, Kings County, New York",,,,27.4,59.92647059,
36047025600,"Census Tract 256, Kings County, New York",,,,17.3,26.39649507,
36047025700,"Census Tract 257, Kings County, New York",,,,16.6,28,
36047025800,"Census Tract 258, Kings County, New York",,,,15.9,25,
36047025901,"Census Tract 259.01, Kings County, New York",,,,17.1,37.55395683,
36047025902,"Census Tract 259.02, Kings County, New York",,,,33.8,73.31628303,
36047026000,"Census Tract 260, Kings County, New York",,,,15.5,18.17351598,
36047026100,"Census Tract 261, Kings County, New York",,,,14.6,35.62211982,
36047026200,"Census Tract 262, Kings County, New York",,,,18.2,27.83251232,
36047026300,"Census Tract 263, Kings County, New York",,,,20,42.16152019,
36047026400,"Census Tract 264, Kings County, New York",,,,11.9,28.81245944,
36047026500,"Census Tract 265, Kings County, New York",,,,15.1,23.34889927,
36047026600,"Census Tract 266, Kings County, New York",,,,13.6,32.12962963,
36047026700,"Census Tract 267, Kings County, New York",,,,17,19.89071038,
36047026800,"Census Tract 268, Kings County, New York",,,,16.9,29.59940653,
36047026900,"Census Tract 269, Kings County, New York",,,,16,26.15629984,
36047027000,"Census Tract 270, Kings County, New York",,,,13.5,16.31455399,
36047027100,"Census Tract 271, Kings County, New York",,,,18.6,24.20670898,
36047027200,"Census Tract 272, Kings County, New York",,,,14.7,33.27510917,
36047027300,"Census Tract 273, Kings County, New York",,,,15.1,18.21705426,
36047027400,"Census Tract 274, Kings County, New York",,,,12.3,23.42519685,
36047027500,"Census Tract 275, Kings County, New York",,,,13.4,14.24296828,
36047027600,"Census Tract 276, Kings County, New York",,,,13,25.48197821,
36047027700,"Census Tract 277, Kings County, New York",,,,23.3,36.26062323,
36047027800,"Census Tract 278, Kings County, New York",,,,15.7,25.50167224,
36047027900,"Census Tract 279, Kings County, New York",,,,12.4,26.68810289,
36047028000,"Census Tract 280, Kings County, New York",,,,14.3,21.93958665,
36047028100,"Census Tract 281, Kings County, New York",,,,25.4,40.58050383,
36047028200,"Census Tract 282, Kings County, New York",,,,12.8,26.81518152,
36047028300,"Census Tract 283, Kings County, New York",,,,25.4,49.53471725,
36047028400,"Census Tract 284, Kings County, New York",,,,15.7,30.33884949,
36047028501,"Census Tract 285.01, Kings County, New York",,,,15.7,19.53125,
36047028502,"Census Tract 285.02, Kings County, New York",,,,29.4,54.1038526,
36047028600,"Census Tract 286, Kings County, New York",,,,17.3,36.40483384,
36047028700,"Census Tract 287, Kings County, New York",,,,18.2,34.83870968,
36047028800,"Census Tract 288, Kings County, New York",,,,13.9,23.42177493,
36047028900,"Census Tract 289, Kings County, New York",,,,23.7,35.01110289,
36047029000,"Census Tract 290, Kings County, New York",,,,15.2,27.52701844,
36047029100,"Census Tract 291, Kings County, New York",,,,14.8,22.00180343,
36047029200,"Census Tract 292, Kings County, New York",,,,14.8,25.42016807,
36047029300,"Census Tract 293, Kings County, New York",,,,22.3,28.31149927,
36047029400,"Census Tract 294, Kings County, New York",,,,21.9,23.07692308,
36047029500,"Census Tract 295, Kings County, New York",,,,13.7,14.65265616,
36047029600,"Census Tract 296, Kings County, New York",,,,14.8,25.44291339,
36047029700,"Census Tract 297, Kings County, New York",,,,12.3,19.90521327,
36047029800,"Census Tract 298, Kings County, New York",,,,10.5,15.50632911,
36047029900,"Census Tract 299, Kings County, New York",,,,20,33.54363828,
36047030000,"Census Tract 300, Kings County, New York",,,,13.8,32.57467994,
36047030100,"Census Tract 301, Kings County, New York",,,,20.6,20.77205882,
36047030200,"Census Tract 302, Kings County, New York",,,,13.6,18.38926174,
36047030300,"Census Tract 303, Kings County, New York",,,,19.7,35.63714903,
36047030400,"Census Tract 304, Kings County, New York",,,,17.4,29.62507683,
36047030500,"Census Tract 305, Kings County, New York",,,,13.5,16.7842031,
36047030600,"Census Tract 306, Kings County, New York",,,,15.2,21.42857143,
36047030700,"Census Tract 307, Kings County, New York",,,,28.8,50.34013605,
36047030800,"Census Tract 308, Kings County, New York",,,,14.1,26.85788787,
36047030900,"Census Tract 309, Kings County, New York",,,,16.6,27.62803235,
36047031100,"Census Tract 311, Kings County, New York",,,,17.7,28.58361775,
36047031300,"Census Tract 313, Kings County, New York",,,,15.3,20.50500653,
36047031400,"Census Tract 314, Kings County, New York",,,,12.5,16.76006113,
36047031500,"Census Tract 315, Kings County, New York",,,,14.2,15.30698066,
36047031701,"Census Tract 317.01, Kings County, New York",,,,14.4,9.919766594,
36047031702,"Census Tract 317.02, Kings County, New York",,,,12.2,12.76742581,
36047031900,"Census Tract 319, Kings County, New York",,,,19.5,17.76119403,
36047032100,"Census Tract 321, Kings County, New York",,,,16,17.61390324,
36047032300,"Census Tract 323, Kings County, New York",,,,14.9,11.97089947,
36047032500,"Census Tract 325, Kings County, New York",,,,13,13.3592233,
36047032600,"Census Tract 326, Kings County, New York",,,,30.9,60.04357298,
36047032700,"Census Tract 327, Kings County, New York",,,,18.7,19.64285714,
36047032800,"Census Tract 328, Kings County, New York",,,,16.5,38.1147541,
36047032900,"Census Tract 329, Kings County, New York",,,,19.5,26.55860349,
36047033000,"Census Tract 330, Kings County, New York",,,,30.4,54.24192666,
36047033100,"Census Tract 331, Kings County, New York",,,,17.8,22.38219895,
36047033300,"Census Tract 333, Kings County, New York",,,,14.7,24.45117335,
36047033500,"Census Tract 335, Kings County, New York",,,,15.7,16.83291771,
36047033600,"Census Tract 336, Kings County, New York",,,,10.1,15.10282776,
36047033700,"Census Tract 337, Kings County, New York",,,,12.8,11.9065011,
36047033900,"Census Tract 339, Kings County, New York",,,,19.7,37.68637532,
36047034000,"Census Tract 340, Kings County, New York",,,,32.4,67.02786378,
36047034100,"Census Tract 341, Kings County, New York",,,,15.3,34.8773842,
36047034200,"Census Tract 342, Kings County, New York",,,,31.8,65.27873365,
36047034300,"Census Tract 343, Kings County, New York",,,,24.1,43.57596483,
36047034500,"Census Tract 345, Kings County, New York",,,,16.2,19.35201401,
36047034700,"Census Tract 347, Kings County, New York",,,,22.4,35.82554517,
36047034800,"Census Tract 348, Kings County, New York",,,,15.6,27.96271638,
36047034900,"Census Tract 349, Kings County, New York",,,,21,32.89183223,
36047035000,"Census Tract 350, Kings County, New York",,,,17.9,41.80977543,
36047035100,"Census Tract 351, Kings County, New York",,,,20.5,32.46831623,
36047035200,"Census Tract 352, Kings County, New York",,,,40.3,84.7082495,
36047035300,"Census Tract 353, Kings County, New York",,,,16.2,32.79092702,
36047035400,"Census Tract 354, Kings County, New York",,,,11.9,22.72897196,
36047035500,"Census Tract 355, Kings County, New York",,,,18,40.62806673,
36047035601,"Census Tract 356.01, Kings County, New York",,,,17.7,27.72820865,
